year,iso_domestic,iso_foreign
1996,NLD,AUS
1996,NOR,AUS
1996,PRT,AUS
1996,SWE,AUS
1997,BEL,AUS
1997,CHE,AUS
1997,DEU,AUS
1997,DNK,AUS
1997,ESP,AUS
1997,FIN,AUS
1997,FRA,AUS
1997,GBR,AUS
1997,ITA,AUS
1997,JPN,AUS
1997,NLD,AUS
1997,NOR,AUS
1997,PRT,AUS
1997,SWE,AUS
1998,BEL,AUS
1998,CHE,AUS
1998,DEU,AUS
1998,DNK,AUS
1998,ESP,AUS
1998,FIN,AUS
1998,FRA,AUS
1998,GBR,AUS
1998,ITA,AUS
1998,JPN,AUS
1998,NLD,AUS
1998,NOR,AUS
1998,PRT,AUS
1998,SWE,AUS
1999,BEL,AUS
1999,CHE,AUS
1999,DEU,AUS
1999,DNK,AUS
1999,ESP,AUS
1999,FIN,AUS
1999,FRA,AUS
1999,GBR,AUS
1999,ITA,AUS
1999,JPN,AUS
1999,NLD,AUS
1999,NOR,AUS
1999,PRT,AUS
1999,SWE,AUS
2000,BEL,AUS
2000,CHE,AUS
2000,DEU,AUS
2000,DNK,AUS
2000,ESP,AUS
2000,FIN,AUS
2000,FRA,AUS
2000,GBR,AUS
2000,ITA,AUS
2000,JPN,AUS
2000,NLD,AUS
2000,NOR,AUS
2000,PRT,AUS
2000,SWE,AUS
2001,BEL,AUS
2001,CHE,AUS
2001,DEU,AUS
2001,DNK,AUS
2001,ESP,AUS
2001,FIN,AUS
2001,FRA,AUS
2001,GBR,AUS
2001,ITA,AUS
2001,JPN,AUS
2001,NLD,AUS
2001,NOR,AUS
2001,PRT,AUS
2001,SWE,AUS
2002,BEL,AUS
2002,CHE,AUS
2002,DEU,AUS
2002,DNK,AUS
2002,ESP,AUS
2002,FIN,AUS
2002,FRA,AUS
2002,GBR,AUS
2002,ITA,AUS
2002,JPN,AUS
2002,NLD,AUS
2002,NOR,AUS
2002,PRT,AUS
2002,SWE,AUS
2003,BEL,AUS
2003,CHE,AUS
2003,DEU,AUS
2003,DNK,AUS
2003,ESP,AUS
2003,FIN,AUS
2003,FRA,AUS
2003,GBR,AUS
2003,ITA,AUS
2003,JPN,AUS
2003,NLD,AUS
2003,NOR,AUS
2003,PRT,AUS
2003,SWE,AUS
2004,BEL,AUS
2004,CHE,AUS
2004,DEU,AUS
2004,DNK,AUS
2004,ESP,AUS
2004,FIN,AUS
2004,FRA,AUS
2004,GBR,AUS
2004,ITA,AUS
2004,JPN,AUS
2004,NLD,AUS
2004,NOR,AUS
2004,PRT,AUS
2004,SWE,AUS
2005,BEL,AUS
2005,CHE,AUS
2005,DEU,AUS
2005,DNK,AUS
2005,ESP,AUS
2005,FIN,AUS
2005,FRA,AUS
2005,GBR,AUS
2005,ITA,AUS
2005,JPN,AUS
2005,NLD,AUS
2005,NOR,AUS
2005,PRT,AUS
2005,SWE,AUS
2006,BEL,AUS
2006,CHE,AUS
2006,DEU,AUS
2006,DNK,AUS
2006,ESP,AUS
2006,FIN,AUS
2006,FRA,AUS
2006,GBR,AUS
2006,ITA,AUS
2006,JPN,AUS
2006,NLD,AUS
2006,NOR,AUS
2006,PRT,AUS
2006,SWE,AUS
2007,BEL,AUS
2007,CHE,AUS
2007,DEU,AUS
2007,DNK,AUS
2007,ESP,AUS
2007,FIN,AUS
2007,FRA,AUS
2007,GBR,AUS
2007,ITA,AUS
2007,JPN,AUS
2007,NLD,AUS
2007,NOR,AUS
2007,PRT,AUS
2007,SWE,AUS
2008,BEL,AUS
2008,CHE,AUS
2008,DEU,AUS
2008,DNK,AUS
2008,ESP,AUS
2008,FIN,AUS
2008,FRA,AUS
2008,GBR,AUS
2008,ITA,AUS
2008,JPN,AUS
2008,NLD,AUS
2008,NOR,AUS
2008,PRT,AUS
2008,SWE,AUS
2009,BEL,AUS
2009,CHE,AUS
2009,DEU,AUS
2009,DNK,AUS
2009,ESP,AUS
2009,FIN,AUS
2009,FRA,AUS
2009,GBR,AUS
2009,ITA,AUS
2009,JPN,AUS
2009,NLD,AUS
2009,NOR,AUS
2009,PRT,AUS
2009,SWE,AUS
2010,BEL,AUS
2010,CHE,AUS
2010,DEU,AUS
2010,DNK,AUS
2010,ESP,AUS
2010,FIN,AUS
2010,FRA,AUS
2010,GBR,AUS
2010,ITA,AUS
2010,JPN,AUS
2010,NLD,AUS
2010,NOR,AUS
2010,PRT,AUS
2010,SWE,AUS
2011,BEL,AUS
2011,CHE,AUS
2011,DEU,AUS
2011,DNK,AUS
2011,ESP,AUS
2011,FIN,AUS
2011,FRA,AUS
2011,GBR,AUS
2011,ITA,AUS
2011,JPN,AUS
2011,NLD,AUS
2011,NOR,AUS
2011,PRT,AUS
2011,SWE,AUS
2012,BEL,AUS
2012,CHE,AUS
2012,DEU,AUS
2012,DNK,AUS
2012,ESP,AUS
2012,FIN,AUS
2012,FRA,AUS
2012,GBR,AUS
2012,ITA,AUS
2012,JPN,AUS
2012,NLD,AUS
2012,NOR,AUS
2012,PRT,AUS
2012,SWE,AUS
2013,BEL,AUS
2013,CHE,AUS
2013,DEU,AUS
2013,DNK,AUS
2013,ESP,AUS
2013,FIN,AUS
2013,FRA,AUS
2013,GBR,AUS
2013,ITA,AUS
2013,JPN,AUS
2013,NLD,AUS
2013,NOR,AUS
2013,PRT,AUS
2013,SWE,AUS
2014,BEL,AUS
2014,CHE,AUS
2014,DEU,AUS
2014,DNK,AUS
2014,ESP,AUS
2014,FIN,AUS
2014,FRA,AUS
2014,GBR,AUS
2014,ITA,AUS
2014,JPN,AUS
2014,NLD,AUS
2014,NOR,AUS
2014,PRT,AUS
2014,SWE,AUS
2015,BEL,AUS
2015,CHE,AUS
2015,DEU,AUS
2015,DNK,AUS
2015,ESP,AUS
2015,FIN,AUS
2015,FRA,AUS
2015,GBR,AUS
2015,ITA,AUS
2015,JPN,AUS
2015,NLD,AUS
2015,NOR,AUS
2015,PRT,AUS
2015,SWE,AUS
2016,BEL,AUS
2016,CHE,AUS
2016,DEU,AUS
2016,DNK,AUS
2016,ESP,AUS
2016,FIN,AUS
2016,FRA,AUS
2016,GBR,AUS
2016,ITA,AUS
2016,JPN,AUS
2016,NLD,AUS
2016,NOR,AUS
2016,PRT,AUS
2016,SWE,AUS
2017,BEL,AUS
2017,CHE,AUS
2017,DEU,AUS
2017,DNK,AUS
2017,ESP,AUS
2017,FIN,AUS
2017,FRA,AUS
2017,GBR,AUS
2017,ITA,AUS
2017,JPN,AUS
2017,NLD,AUS
2017,NOR,AUS
2017,PRT,AUS
2017,SWE,AUS
2018,BEL,AUS
2018,CHE,AUS
2018,DEU,AUS
2018,DNK,AUS
2018,FIN,AUS
2018,FRA,AUS
2018,GBR,AUS
2018,ITA,AUS
2018,JPN,AUS
2018,NLD,AUS
2018,NOR,AUS
2018,PRT,AUS
2018,SWE,AUS
2019,BEL,AUS
2019,CHE,AUS
2019,DEU,AUS
2019,DNK,AUS
2019,ESP,AUS
2019,FIN,AUS
2019,FRA,AUS
2019,GBR,AUS
2019,ITA,AUS
2019,JPN,AUS
2019,NLD,AUS
2019,NOR,AUS
2019,PRT,AUS
2019,SWE,AUS
2020,BEL,AUS
2020,CHE,AUS
2020,DEU,AUS
2020,DNK,AUS
2020,ESP,AUS
2020,FIN,AUS
2020,FRA,AUS
2020,GBR,AUS
2020,ITA,AUS
2020,JPN,AUS
2020,NLD,AUS
2020,NOR,AUS
2020,PRT,AUS
2020,SWE,AUS
1871,DEU,BEL
1871,FRA,BEL
1871,ITA,BEL
1871,SWE,BEL
1872,DEU,BEL
1872,FRA,BEL
1872,SWE,BEL
1872,USA,BEL
1873,DEU,BEL
1873,FRA,BEL
1873,SWE,BEL
1873,USA,BEL
1874,DEU,BEL
1874,FRA,BEL
1874,SWE,BEL
1874,USA,BEL
1875,DEU,BEL
1875,DNK,BEL
1875,FRA,BEL
1875,SWE,BEL
1875,USA,BEL
1876,DEU,BEL
1876,DNK,BEL
1876,FRA,BEL
1876,SWE,BEL
1876,USA,BEL
1877,DEU,BEL
1877,DNK,BEL
1877,FRA,BEL
1877,SWE,BEL
1877,USA,BEL
1878,DEU,BEL
1878,DNK,BEL
1878,FRA,BEL
1878,SWE,BEL
1878,USA,BEL
1879,DEU,BEL
1879,DNK,BEL
1879,FRA,BEL
1879,SWE,BEL
1879,USA,BEL
1880,DEU,BEL
1880,DNK,BEL
1880,FRA,BEL
1880,PRT,BEL
1880,SWE,BEL
1880,USA,BEL
1881,DEU,BEL
1881,DNK,BEL
1881,FRA,BEL
1881,NOR,BEL
1881,PRT,BEL
1881,SWE,BEL
1881,USA,BEL
1882,DEU,BEL
1882,DNK,BEL
1882,FRA,BEL
1882,NOR,BEL
1882,PRT,BEL
1882,SWE,BEL
1882,USA,BEL
1883,DEU,BEL
1883,DNK,BEL
1883,FRA,BEL
1883,NOR,BEL
1883,PRT,BEL
1883,SWE,BEL
1883,USA,BEL
1884,DEU,BEL
1884,DNK,BEL
1884,FRA,BEL
1884,NOR,BEL
1884,PRT,BEL
1884,SWE,BEL
1884,USA,BEL
1885,DEU,BEL
1885,DNK,BEL
1885,FRA,BEL
1885,ITA,BEL
1885,NOR,BEL
1885,PRT,BEL
1885,SWE,BEL
1885,USA,BEL
1886,DEU,BEL
1886,DNK,BEL
1886,FRA,BEL
1886,ITA,BEL
1886,JPN,BEL
1886,NOR,BEL
1886,PRT,BEL
1886,SWE,BEL
1886,USA,BEL
1887,DEU,BEL
1887,DNK,BEL
1887,FRA,BEL
1887,ITA,BEL
1887,JPN,BEL
1887,NOR,BEL
1887,PRT,BEL
1887,SWE,BEL
1887,USA,BEL
1888,DEU,BEL
1888,DNK,BEL
1888,FRA,BEL
1888,ITA,BEL
1888,JPN,BEL
1888,NOR,BEL
1888,PRT,BEL
1888,SWE,BEL
1888,USA,BEL
1889,DEU,BEL
1889,DNK,BEL
1889,FRA,BEL
1889,ITA,BEL
1889,JPN,BEL
1889,NOR,BEL
1889,PRT,BEL
1889,SWE,BEL
1889,USA,BEL
1890,DEU,BEL
1890,DNK,BEL
1890,FRA,BEL
1890,ITA,BEL
1890,JPN,BEL
1890,NOR,BEL
1890,PRT,BEL
1890,SWE,BEL
1890,USA,BEL
1891,DEU,BEL
1891,DNK,BEL
1891,FRA,BEL
1891,ITA,BEL
1891,JPN,BEL
1891,NOR,BEL
1891,PRT,BEL
1891,SWE,BEL
1891,USA,BEL
1892,DEU,BEL
1892,DNK,BEL
1892,FRA,BEL
1892,ITA,BEL
1892,JPN,BEL
1892,NOR,BEL
1892,PRT,BEL
1892,SWE,BEL
1892,USA,BEL
1893,DEU,BEL
1893,DNK,BEL
1893,FRA,BEL
1893,ITA,BEL
1893,JPN,BEL
1893,NOR,BEL
1893,PRT,BEL
1893,SWE,BEL
1893,USA,BEL
1894,DEU,BEL
1894,DNK,BEL
1894,FRA,BEL
1894,ITA,BEL
1894,JPN,BEL
1894,NOR,BEL
1894,PRT,BEL
1894,SWE,BEL
1894,USA,BEL
1895,DEU,BEL
1895,DNK,BEL
1895,FRA,BEL
1895,ITA,BEL
1895,JPN,BEL
1895,NOR,BEL
1895,PRT,BEL
1895,SWE,BEL
1895,USA,BEL
1896,DEU,BEL
1896,DNK,BEL
1896,FIN,BEL
1896,FRA,BEL
1896,ITA,BEL
1896,JPN,BEL
1896,NOR,BEL
1896,PRT,BEL
1896,SWE,BEL
1896,USA,BEL
1897,DEU,BEL
1897,DNK,BEL
1897,FIN,BEL
1897,FRA,BEL
1897,ITA,BEL
1897,JPN,BEL
1897,NOR,BEL
1897,PRT,BEL
1897,SWE,BEL
1897,USA,BEL
1898,DEU,BEL
1898,DNK,BEL
1898,FIN,BEL
1898,FRA,BEL
1898,ITA,BEL
1898,JPN,BEL
1898,NOR,BEL
1898,PRT,BEL
1898,SWE,BEL
1898,USA,BEL
1899,DEU,BEL
1899,DNK,BEL
1899,FIN,BEL
1899,FRA,BEL
1899,ITA,BEL
1899,JPN,BEL
1899,NOR,BEL
1899,PRT,BEL
1899,SWE,BEL
1900,AUS,BEL
1900,CHE,BEL
1900,DEU,BEL
1900,DNK,BEL
1900,ESP,BEL
1900,FIN,BEL
1900,FRA,BEL
1900,ITA,BEL
1900,JPN,BEL
1900,NLD,BEL
1900,NOR,BEL
1900,PRT,BEL
1900,SWE,BEL
1901,AUS,BEL
1901,CHE,BEL
1901,DEU,BEL
1901,DNK,BEL
1901,ESP,BEL
1901,FIN,BEL
1901,FRA,BEL
1901,ITA,BEL
1901,JPN,BEL
1901,NLD,BEL
1901,NOR,BEL
1901,PRT,BEL
1901,SWE,BEL
1902,AUS,BEL
1902,CHE,BEL
1902,DEU,BEL
1902,DNK,BEL
1902,ESP,BEL
1902,FIN,BEL
1902,FRA,BEL
1902,ITA,BEL
1902,JPN,BEL
1902,NLD,BEL
1902,NOR,BEL
1902,PRT,BEL
1902,SWE,BEL
1903,AUS,BEL
1903,CHE,BEL
1903,DEU,BEL
1903,DNK,BEL
1903,ESP,BEL
1903,FIN,BEL
1903,FRA,BEL
1903,ITA,BEL
1903,JPN,BEL
1903,NLD,BEL
1903,NOR,BEL
1903,PRT,BEL
1903,SWE,BEL
1904,AUS,BEL
1904,CHE,BEL
1904,DEU,BEL
1904,DNK,BEL
1904,ESP,BEL
1904,FIN,BEL
1904,FRA,BEL
1904,ITA,BEL
1904,JPN,BEL
1904,NLD,BEL
1904,NOR,BEL
1904,PRT,BEL
1904,SWE,BEL
1905,AUS,BEL
1905,CHE,BEL
1905,DEU,BEL
1905,DNK,BEL
1905,ESP,BEL
1905,FIN,BEL
1905,FRA,BEL
1905,ITA,BEL
1905,JPN,BEL
1905,NLD,BEL
1905,NOR,BEL
1905,PRT,BEL
1905,SWE,BEL
1906,AUS,BEL
1906,CHE,BEL
1906,DEU,BEL
1906,DNK,BEL
1906,ESP,BEL
1906,FIN,BEL
1906,FRA,BEL
1906,ITA,BEL
1906,JPN,BEL
1906,NLD,BEL
1906,NOR,BEL
1906,PRT,BEL
1906,SWE,BEL
1907,AUS,BEL
1907,CHE,BEL
1907,DEU,BEL
1907,DNK,BEL
1907,ESP,BEL
1907,FIN,BEL
1907,FRA,BEL
1907,ITA,BEL
1907,JPN,BEL
1907,NLD,BEL
1907,NOR,BEL
1907,PRT,BEL
1907,SWE,BEL
1908,AUS,BEL
1908,CHE,BEL
1908,DEU,BEL
1908,DNK,BEL
1908,ESP,BEL
1908,FIN,BEL
1908,FRA,BEL
1908,ITA,BEL
1908,JPN,BEL
1908,NLD,BEL
1908,NOR,BEL
1908,PRT,BEL
1908,SWE,BEL
1909,AUS,BEL
1909,CHE,BEL
1909,DEU,BEL
1909,DNK,BEL
1909,ESP,BEL
1909,FIN,BEL
1909,FRA,BEL
1909,ITA,BEL
1909,JPN,BEL
1909,NLD,BEL
1909,NOR,BEL
1909,PRT,BEL
1909,SWE,BEL
1910,AUS,BEL
1910,CHE,BEL
1910,DEU,BEL
1910,DNK,BEL
1910,ESP,BEL
1910,FIN,BEL
1910,FRA,BEL
1910,ITA,BEL
1910,JPN,BEL
1910,NLD,BEL
1910,NOR,BEL
1910,PRT,BEL
1910,SWE,BEL
1911,AUS,BEL
1911,CHE,BEL
1911,DEU,BEL
1911,DNK,BEL
1911,ESP,BEL
1911,FIN,BEL
1911,FRA,BEL
1911,ITA,BEL
1911,JPN,BEL
1911,NLD,BEL
1911,NOR,BEL
1911,PRT,BEL
1911,SWE,BEL
1912,AUS,BEL
1912,CHE,BEL
1912,DEU,BEL
1912,DNK,BEL
1912,ESP,BEL
1912,FIN,BEL
1912,FRA,BEL
1912,ITA,BEL
1912,JPN,BEL
1912,NLD,BEL
1912,NOR,BEL
1912,PRT,BEL
1912,SWE,BEL
1913,AUS,BEL
1913,CHE,BEL
1913,DEU,BEL
1913,DNK,BEL
1913,ESP,BEL
1913,FIN,BEL
1913,FRA,BEL
1913,ITA,BEL
1913,JPN,BEL
1913,NLD,BEL
1913,NOR,BEL
1913,PRT,BEL
1913,SWE,BEL
1921,AUS,BEL
1921,CHE,BEL
1921,DEU,BEL
1921,DNK,BEL
1921,ESP,BEL
1921,FIN,BEL
1921,JPN,BEL
1921,NLD,BEL
1921,NOR,BEL
1921,PRT,BEL
1921,SWE,BEL
1922,AUS,BEL
1922,CHE,BEL
1922,DEU,BEL
1922,DNK,BEL
1922,ESP,BEL
1922,FIN,BEL
1922,FRA,BEL
1922,ITA,BEL
1922,JPN,BEL
1922,NLD,BEL
1922,NOR,BEL
1922,PRT,BEL
1922,SWE,BEL
1923,AUS,BEL
1923,CHE,BEL
1923,DNK,BEL
1923,ESP,BEL
1923,FIN,BEL
1923,FRA,BEL
1923,ITA,BEL
1923,JPN,BEL
1923,NLD,BEL
1923,NOR,BEL
1923,PRT,BEL
1923,SWE,BEL
1924,AUS,BEL
1924,CHE,BEL
1924,DEU,BEL
1924,DNK,BEL
1924,ESP,BEL
1924,FIN,BEL
1924,FRA,BEL
1924,ITA,BEL
1924,JPN,BEL
1924,NLD,BEL
1924,NOR,BEL
1924,PRT,BEL
1924,SWE,BEL
1925,AUS,BEL
1925,CHE,BEL
1925,DEU,BEL
1925,DNK,BEL
1925,ESP,BEL
1925,FIN,BEL
1925,FRA,BEL
1925,ITA,BEL
1925,JPN,BEL
1925,NLD,BEL
1925,NOR,BEL
1925,PRT,BEL
1925,SWE,BEL
1926,AUS,BEL
1926,CHE,BEL
1926,DEU,BEL
1926,DNK,BEL
1926,ESP,BEL
1926,FIN,BEL
1926,FRA,BEL
1926,ITA,BEL
1926,JPN,BEL
1926,NLD,BEL
1926,NOR,BEL
1926,PRT,BEL
1926,SWE,BEL
1927,AUS,BEL
1927,CHE,BEL
1927,DEU,BEL
1927,DNK,BEL
1927,ESP,BEL
1927,FIN,BEL
1927,FRA,BEL
1927,ITA,BEL
1927,JPN,BEL
1927,NLD,BEL
1927,NOR,BEL
1927,PRT,BEL
1927,SWE,BEL
1928,AUS,BEL
1928,CHE,BEL
1928,DEU,BEL
1928,DNK,BEL
1928,ESP,BEL
1928,FIN,BEL
1928,FRA,BEL
1928,ITA,BEL
1928,JPN,BEL
1928,NLD,BEL
1928,NOR,BEL
1928,PRT,BEL
1928,SWE,BEL
1929,AUS,BEL
1929,CHE,BEL
1929,DEU,BEL
1929,DNK,BEL
1929,ESP,BEL
1929,FIN,BEL
1929,FRA,BEL
1929,ITA,BEL
1929,JPN,BEL
1929,NLD,BEL
1929,NOR,BEL
1929,PRT,BEL
1929,SWE,BEL
1930,AUS,BEL
1930,CHE,BEL
1930,DEU,BEL
1930,DNK,BEL
1930,ESP,BEL
1930,FIN,BEL
1930,FRA,BEL
1930,ITA,BEL
1930,JPN,BEL
1930,NLD,BEL
1930,NOR,BEL
1930,PRT,BEL
1930,SWE,BEL
1931,AUS,BEL
1931,CHE,BEL
1931,DEU,BEL
1931,DNK,BEL
1931,ESP,BEL
1931,FIN,BEL
1931,FRA,BEL
1931,ITA,BEL
1931,JPN,BEL
1931,NLD,BEL
1931,NOR,BEL
1931,PRT,BEL
1931,SWE,BEL
1932,AUS,BEL
1932,CHE,BEL
1932,DEU,BEL
1932,DNK,BEL
1932,ESP,BEL
1932,FIN,BEL
1932,FRA,BEL
1932,ITA,BEL
1932,JPN,BEL
1932,NLD,BEL
1932,NOR,BEL
1932,PRT,BEL
1932,SWE,BEL
1933,AUS,BEL
1933,CHE,BEL
1933,DEU,BEL
1933,DNK,BEL
1933,ESP,BEL
1933,FIN,BEL
1933,FRA,BEL
1933,ITA,BEL
1933,JPN,BEL
1933,NLD,BEL
1933,NOR,BEL
1933,PRT,BEL
1933,SWE,BEL
1934,AUS,BEL
1934,CHE,BEL
1934,DEU,BEL
1934,DNK,BEL
1934,ESP,BEL
1934,FIN,BEL
1934,FRA,BEL
1934,ITA,BEL
1934,JPN,BEL
1934,NLD,BEL
1934,NOR,BEL
1934,PRT,BEL
1934,SWE,BEL
1935,AUS,BEL
1935,CHE,BEL
1935,DEU,BEL
1935,DNK,BEL
1935,ESP,BEL
1935,FIN,BEL
1935,FRA,BEL
1935,ITA,BEL
1935,JPN,BEL
1935,NLD,BEL
1935,NOR,BEL
1935,PRT,BEL
1935,SWE,BEL
1936,AUS,BEL
1936,CHE,BEL
1936,DEU,BEL
1936,DNK,BEL
1936,FIN,BEL
1936,FRA,BEL
1936,ITA,BEL
1936,JPN,BEL
1936,NLD,BEL
1936,NOR,BEL
1936,PRT,BEL
1936,SWE,BEL
1937,AUS,BEL
1937,CHE,BEL
1937,DEU,BEL
1937,DNK,BEL
1937,FIN,BEL
1937,FRA,BEL
1937,ITA,BEL
1937,JPN,BEL
1937,NLD,BEL
1937,NOR,BEL
1937,PRT,BEL
1937,SWE,BEL
1938,AUS,BEL
1938,CHE,BEL
1938,DEU,BEL
1938,DNK,BEL
1938,FIN,BEL
1938,FRA,BEL
1938,ITA,BEL
1938,JPN,BEL
1938,NLD,BEL
1938,NOR,BEL
1938,PRT,BEL
1938,SWE,BEL
1939,AUS,BEL
1939,CHE,BEL
1939,DEU,BEL
1939,DNK,BEL
1939,FIN,BEL
1939,FRA,BEL
1939,ITA,BEL
1939,JPN,BEL
1939,NLD,BEL
1939,NOR,BEL
1939,PRT,BEL
1939,SWE,BEL
1940,AUS,BEL
1940,CHE,BEL
1940,DEU,BEL
1940,DNK,BEL
1940,FIN,BEL
1940,FRA,BEL
1940,ITA,BEL
1940,JPN,BEL
1940,NLD,BEL
1940,NOR,BEL
1940,PRT,BEL
1940,SWE,BEL
1941,AUS,BEL
1941,CHE,BEL
1941,DEU,BEL
1941,DNK,BEL
1941,ESP,BEL
1941,FIN,BEL
1941,FRA,BEL
1941,ITA,BEL
1941,JPN,BEL
1941,NLD,BEL
1941,NOR,BEL
1941,PRT,BEL
1941,SWE,BEL
1942,AUS,BEL
1942,CHE,BEL
1942,DEU,BEL
1942,DNK,BEL
1942,ESP,BEL
1942,FIN,BEL
1942,FRA,BEL
1942,ITA,BEL
1942,JPN,BEL
1942,NLD,BEL
1942,NOR,BEL
1942,PRT,BEL
1942,SWE,BEL
1943,AUS,BEL
1943,CHE,BEL
1943,DEU,BEL
1943,DNK,BEL
1943,ESP,BEL
1943,FIN,BEL
1943,FRA,BEL
1943,ITA,BEL
1943,JPN,BEL
1943,NLD,BEL
1943,NOR,BEL
1943,PRT,BEL
1943,SWE,BEL
1944,AUS,BEL
1944,CHE,BEL
1944,DNK,BEL
1944,ESP,BEL
1944,FIN,BEL
1944,FRA,BEL
1944,ITA,BEL
1944,JPN,BEL
1944,NLD,BEL
1944,NOR,BEL
1944,PRT,BEL
1944,SWE,BEL
1945,CHE,BEL
1945,DNK,BEL
1945,ESP,BEL
1945,FIN,BEL
1945,FRA,BEL
1945,ITA,BEL
1945,JPN,BEL
1945,NLD,BEL
1945,NOR,BEL
1945,PRT,BEL
1945,SWE,BEL
1946,CHE,BEL
1946,DNK,BEL
1946,ESP,BEL
1946,FIN,BEL
1946,FRA,BEL
1946,ITA,BEL
1946,NLD,BEL
1946,NOR,BEL
1946,PRT,BEL
1946,SWE,BEL
1947,CHE,BEL
1947,DNK,BEL
1947,ESP,BEL
1947,FIN,BEL
1947,FRA,BEL
1947,GBR,BEL
1947,ITA,BEL
1947,NLD,BEL
1947,NOR,BEL
1947,PRT,BEL
1947,SWE,BEL
1948,AUS,BEL
1948,CHE,BEL
1948,DNK,BEL
1948,ESP,BEL
1948,FIN,BEL
1948,FRA,BEL
1948,GBR,BEL
1948,ITA,BEL
1948,JPN,BEL
1948,NLD,BEL
1948,NOR,BEL
1948,PRT,BEL
1948,SWE,BEL
1949,AUS,BEL
1949,CHE,BEL
1949,DNK,BEL
1949,ESP,BEL
1949,FIN,BEL
1949,FRA,BEL
1949,GBR,BEL
1949,ITA,BEL
1949,JPN,BEL
1949,NLD,BEL
1949,NOR,BEL
1949,PRT,BEL
1949,SWE,BEL
1950,AUS,BEL
1950,CHE,BEL
1950,DEU,BEL
1950,DNK,BEL
1950,ESP,BEL
1950,FIN,BEL
1950,FRA,BEL
1950,GBR,BEL
1950,ITA,BEL
1950,JPN,BEL
1950,NLD,BEL
1950,NOR,BEL
1950,PRT,BEL
1950,SWE,BEL
1951,AUS,BEL
1951,CHE,BEL
1951,DEU,BEL
1951,DNK,BEL
1951,ESP,BEL
1951,FIN,BEL
1951,FRA,BEL
1951,GBR,BEL
1951,ITA,BEL
1951,JPN,BEL
1951,NLD,BEL
1951,NOR,BEL
1951,PRT,BEL
1951,SWE,BEL
1952,AUS,BEL
1952,CHE,BEL
1952,DEU,BEL
1952,DNK,BEL
1952,ESP,BEL
1952,FIN,BEL
1952,FRA,BEL
1952,GBR,BEL
1952,ITA,BEL
1952,JPN,BEL
1952,NLD,BEL
1952,NOR,BEL
1952,PRT,BEL
1952,SWE,BEL
1953,AUS,BEL
1953,CHE,BEL
1953,DEU,BEL
1953,DNK,BEL
1953,ESP,BEL
1953,FIN,BEL
1953,FRA,BEL
1953,GBR,BEL
1953,ITA,BEL
1953,JPN,BEL
1953,NLD,BEL
1953,NOR,BEL
1953,PRT,BEL
1953,SWE,BEL
1954,AUS,BEL
1954,CHE,BEL
1954,DEU,BEL
1954,DNK,BEL
1954,ESP,BEL
1954,FIN,BEL
1954,FRA,BEL
1954,GBR,BEL
1954,ITA,BEL
1954,JPN,BEL
1954,NLD,BEL
1954,NOR,BEL
1954,PRT,BEL
1954,SWE,BEL
1955,AUS,BEL
1955,CHE,BEL
1955,DEU,BEL
1955,DNK,BEL
1955,ESP,BEL
1955,FIN,BEL
1955,FRA,BEL
1955,GBR,BEL
1955,ITA,BEL
1955,JPN,BEL
1955,NLD,BEL
1955,NOR,BEL
1955,PRT,BEL
1955,SWE,BEL
1956,AUS,BEL
1956,CHE,BEL
1956,DEU,BEL
1956,DNK,BEL
1956,ESP,BEL
1956,FIN,BEL
1956,FRA,BEL
1956,GBR,BEL
1956,ITA,BEL
1956,JPN,BEL
1956,NLD,BEL
1956,NOR,BEL
1956,PRT,BEL
1956,SWE,BEL
1957,AUS,BEL
1957,CHE,BEL
1957,DEU,BEL
1957,DNK,BEL
1957,ESP,BEL
1957,FIN,BEL
1957,FRA,BEL
1957,GBR,BEL
1957,ITA,BEL
1957,JPN,BEL
1957,NLD,BEL
1957,NOR,BEL
1957,PRT,BEL
1957,SWE,BEL
1958,AUS,BEL
1958,CHE,BEL
1958,DEU,BEL
1958,DNK,BEL
1958,ESP,BEL
1958,FIN,BEL
1958,FRA,BEL
1958,GBR,BEL
1958,ITA,BEL
1958,JPN,BEL
1958,NLD,BEL
1958,NOR,BEL
1958,PRT,BEL
1958,SWE,BEL
1959,AUS,BEL
1959,CHE,BEL
1959,DEU,BEL
1959,DNK,BEL
1959,ESP,BEL
1959,FIN,BEL
1959,FRA,BEL
1959,GBR,BEL
1959,ITA,BEL
1959,JPN,BEL
1959,NLD,BEL
1959,NOR,BEL
1959,PRT,BEL
1959,SWE,BEL
1960,AUS,BEL
1960,CHE,BEL
1960,DEU,BEL
1960,DNK,BEL
1960,ESP,BEL
1960,FIN,BEL
1960,FRA,BEL
1960,GBR,BEL
1960,ITA,BEL
1960,JPN,BEL
1960,NLD,BEL
1960,NOR,BEL
1960,PRT,BEL
1960,SWE,BEL
1961,AUS,BEL
1961,CHE,BEL
1961,DEU,BEL
1961,DNK,BEL
1961,ESP,BEL
1961,FIN,BEL
1961,FRA,BEL
1961,GBR,BEL
1961,ITA,BEL
1961,JPN,BEL
1961,NLD,BEL
1961,NOR,BEL
1961,PRT,BEL
1961,SWE,BEL
1962,AUS,BEL
1962,CHE,BEL
1962,DEU,BEL
1962,DNK,BEL
1962,ESP,BEL
1962,FIN,BEL
1962,FRA,BEL
1962,GBR,BEL
1962,ITA,BEL
1962,JPN,BEL
1962,NLD,BEL
