year,iso_domestic,weights_sum_check,foreign_tr_hedged,foreign_tr_unhedged,domestic_tr,asset_class
1888,GBR,true,0.08174630747486067,0.07969319184807605,0.1361000090837479,Equities
1984,FRA,true,0.10828329768441117,0.22583462481236882,0.14483685791492465,Equities
1958,FIN,true,0.3219967036399173,0.2647242705306974,0.05864592641592026,Equities
1885,PRT,true,0.06631512061049329,0.06713709703340189,-0.012985043227672577,Equities
1961,ESP,true,0.20274339582664613,0.19937486835074375,0.2837013304233551,Equities
1939,DEU,true,0.016263967325303476,0.017336437413543224,0.1336694359779358,Equities
2002,GBR,true,-0.22025416480914695,-0.24876635552750748,-0.22260260581970212,Equities
1982,NLD,true,0.14811004582973106,0.17446988653731652,0.24103586375713348,Equities
1979,FRA,true,0.1511888827916059,0.08346922001949322,0.09008408337831497,Equities
1923,AUS,true,0.06025077884433513,0.0005697109611942203,0.16200000047683716,Equities
1924,CHE,true,0.2127794770652045,0.17179840653149292,0.12084880471229553,Equities
1987,NOR,true,0.17550683641562045,0.1745558767503449,-0.10823144018650055,Equities
1881,GBR,true,0.15387578326153392,0.15651314279607886,0.16680000722408295,Equities
2020,AUS,true,0.10072775335945473,0.02872209755679083,0.04919999837875366,Equities
1875,FRA,true,0.044743614275578256,0.03884210963800289,0.15812399983406067,Equities
1925,DEU,true,0.20332283490856184,0.26513888733575014,-0.3478185534477234,Equities
2017,NLD,true,0.18003406394157373,0.07697250516749968,0.1632000058889389,Equities
1958,PRT,true,0.32430765217535235,0.3236224322216718,-0.04943866655230522,Equities
1943,ITA,true,0.15835418593947362,0.38277313462396134,1.0191632509231567,Equities
1903,FRA,true,-0.002240463400477226,-0.0004240902092011098,0.028068458661437035,Equities
1980,DEU,true,0.24773017686266963,0.4226967860306784,0.03376498818397523,Equities
1973,CHE,true,-0.03792712700451384,-0.14094356218049625,-0.19998852908611298,Equities
2014,DEU,true,0.12014575646744399,0.22227311185944473,0.030944511294364926,Equities
1886,GBR,true,0.11372953334816466,0.10767034968086153,0.026500001549720764,Equities
1956,JPN,true,0.049222107179540696,0.048833787098816785,0.46458828449249273,Equities
1967,SWE,true,0.19769158110365487,0.17163615723762166,0.08164708316326143,Equities
1997,PRT,true,0.28327443209157477,0.4316971380136344,0.6524743437767029,Equities
1997,NLD,true,0.2867094708915786,0.4163724244980473,0.4489929974079132,Equities
1926,USA,true,0.0729006905841475,0.10024503021963177,0.13804173469543457,Equities
1952,AUS,true,0.1362334336044355,0.16154691151133901,-0.13300000131130219,Equities
2009,DEU,true,0.26079303108853324,0.26531968266894224,0.254040002822876,Equities
1921,SWE,true,0.05680622010323019,-0.13701304810729042,-0.21957340836524963,Equities
1957,SWE,true,-0.053935698909859636,-0.06406697095498144,0.0844709426164627,Equities
1916,USA,true,0.1186971238600302,0.10762318698063585,0.09282700717449188,Equities
1935,FRA,true,0.26268805042208254,0.23519999713573814,0.00704527460038662,Equities
1892,ITA,true,0.03693514265465011,0.043239757636777496,-0.025999998673796654,Equities
1911,NLD,true,0.040393147265378765,0.04085759178032843,0.15398892760276794,Equities
1973,JPN,true,-0.06945040427834982,-0.10530690452839095,0.30897682905197144,Equities
1906,FIN,true,0.09731134330801958,0.10729565531828975,0.028041446581482887,Equities
1925,USA,true,0.13417494451811834,0.24844009987993484,0.28543305397033686,Equities
2016,JPN,true,0.04391423424559701,-0.001454162601336947,0.005200000014156103,Equities
1983,PRT,true,0.269774829051484,0.8481941612869165,-0.036583174020051956,Equities
2002,BEL,true,-0.2195551486165212,-0.2968859273383298,-0.2669452726840973,Equities
2004,FRA,true,0.16223362901867366,0.11405009963443519,0.12997828423976898,Equities
2001,DNK,true,-0.14365444095950508,-0.12715611227904605,-0.12866342067718506,Equities
1948,PRT,true,0.023925663472018386,0.09765278201788127,-0.09154870361089706,Equities
1873,FRA,true,0.01166708539994715,0.005176061577363384,0.07771899551153183,Equities
1953,ITA,true,0.08362833178380984,0.08280782452618489,0.0817960798740387,Equities
1992,FRA,true,0.028296963435207337,0.041312311659590636,0.04760394245386124,Equities
1887,ITA,true,0.02188319851487158,0.033406592150713066,0.03644483909010887,Equities
1997,DNK,true,0.28745191812728765,0.4059240057654282,0.4376201927661896,Equities
1898,ITA,true,0.09319890198751349,0.12239158818821558,0.19580000638961792,Equities
2009,FIN,true,0.26049982874102273,0.26493523253596635,0.26212233304977417,Equities
